City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
321,Belaya Gora,RU,2/10/2022 15:47,68.53,146.42,5.83,95,100,4
322,Fort Nelson,CA,2/10/2022 15:45,58.81,-122.7,23,92,75,3.36
323,Codrington,AU,2/10/2022 15:47,-38.27,141.97,49.64,89,37,4.07
324,Sokoto,NG,2/10/2022 15:47,13.06,5.24,95.2,15,0,7.7
325,Kincardine,GB,2/10/2022 15:45,56.07,-3.72,50,93,90,6.93
326,Cam Ranh,VN,2/10/2022 15:47,11.92,109.16,80.6,88,40,1.12
327,Conde,BR,2/10/2022 15:47,-7.26,-34.91,87.8,58,75,13.87
328,Alugan,PH,2/10/2022 15:47,12.22,125.48,80.6,84,100,11.77
329,Port Lincoln,AU,2/10/2022 15:47,-34.73,135.87,55.89,80,84,22.06
330,Capul,PH,2/10/2022 15:47,12.42,124.18,82.04,82,98,13.91
331,Fairbanks,US,2/10/2022 15:45,64.84,-147.72,17.6,92,90,8.05
332,Trincomalee,LK,2/10/2022 15:47,8.57,81.23,81.66,78,98,13
333,Lapua,FI,2/10/2022 15:47,62.97,23.01,46.99,82,97,4
334,Humberto De Campos,BR,2/10/2022 15:47,-2.6,-43.46,92.3,49,71,11.16
335,Bethanien,NA,2/10/2022 15:47,-26.5,17.16,80.42,19,90,16.31
336,Caudebec-Les-Elbeuf,FR,2/10/2022 15:47,49.28,1.02,59,87,90,12.75
337,Gamba,GA,2/10/2022 15:44,-2.65,10,79.7,81,8,8.3
338,Carutapera,BR,2/10/2022 15:47,-1.2,-46.02,89.51,55,15,11.59
339,Hamilton,US,2/10/2022 15:43,39.18,-84.53,48.99,95,100,1.99
340,Ust-Tsilma,RU,2/10/2022 15:47,65.44,52.15,38.32,93,100,9.35
341,Solnechnyy,RU,2/10/2022 15:47,50.72,136.63,29.84,94,21,4.52
342,Bressanone,IT,2/10/2022 15:47,46.72,11.66,59,62,20,3.36
343,Westerland,DE,2/10/2022 15:47,54.91,8.3,51.8,81,75,18.34
344,Marsa Matruh,EG,2/10/2022 15:47,31.35,27.25,73.4,53,0,10.29
345,Aguimes,ES,2/10/2022 15:47,27.91,-15.45,77,53,20,24.16
346,Drovyanaya,RU,2/10/2022 15:47,51.58,113.03,19.4,92,94,4.47
347,Ostersund,SE,2/10/2022 15:47,63.18,14.64,44.6,75,0,6.93
348,Dhidhdhoo,MV,2/10/2022 15:47,6.88,73.1,83.61,69,92,7.96
349,Kangaatsiaq,GL,2/10/2022 15:47,68.31,-53.46,25.21,94,98,9.6
350,Kiruna,SE,2/10/2022 15:47,67.86,20.23,21.2,100,0,4.7
351,Morgan City,US,2/10/2022 15:47,29.7,-91.21,62.01,62,1,8.05
352,Kuruman,ZA,2/10/2022 15:47,-27.45,23.43,75,41,100,21.39
353,Ternate,ID,2/10/2022 15:47,0.8,127.4,81.54,79,92,3.38
354,Haukipudas,FI,2/10/2022 15:47,65.18,25.35,48.2,76,90,10.29
355,Clyde River,CA,2/10/2022 15:47,70.47,-68.59,21.2,92,90,20.8
356,Shimoda,JP,2/10/2022 15:47,34.67,138.95,53.01,73,62,13.53
357,Watertown,US,2/10/2022 15:47,42.37,-71.18,48.99,87,90,3.36
358,Parczew,PL,2/10/2022 15:47,51.64,22.9,51.8,100,0,3.36
359,Puerto Escondido,MX,2/10/2022 15:47,15.85,-97.07,82.4,78,20,5.82
360,Neuquen,AR,2/10/2022 15:47,-38.95,-68.06,68,22,0,8.05
361,Minsk,BY,2/10/2022 15:47,53.9,27.57,50,93,90,6.71
362,Concepcion Del Uruguay,AR,2/10/2022 15:47,-32.48,-58.24,71.01,48,0,4
363,Cogealac,RO,2/10/2022 15:47,44.55,28.57,60.8,82,75,4.7
364,Umm Kaddadah,SD,2/10/2022 15:47,13.6,26.69,92.82,16,0,11.95
365,Talcahuano,CL,2/10/2022 15:47,-36.72,-73.12,64.4,42,0,11.41
366,Jalu,LY,2/10/2022 15:47,29.03,21.55,74.44,50,12,15.84
367,Woodward,US,2/10/2022 15:47,36.43,-99.39,41,75,1,18.34
368,Auki,SB,2/10/2022 15:47,-8.77,160.7,77.25,86,100,5.57
369,Ballina,AU,2/10/2022 15:47,-28.87,153.57,59,93,7,5.82
370,Tzucacab,MX,2/10/2022 15:47,20.07,-89.05,86.27,67,62,2.84
371,Atambua,ID,2/10/2022 15:47,-9.11,124.89,76.15,82,9,2.46
372,Dicabisagan,PH,2/10/2022 15:47,17.08,122.42,78.31,86,56,7.52
373,Makakilo City,US,2/10/2022 15:47,21.35,-158.09,73.4,88,40,3.38
374,Quelimane,MZ,2/10/2022 15:47,-17.88,36.89,82.4,65,0,13.87
375,Mpika,ZM,2/10/2022 15:47,-11.83,31.45,76.14,38,69,7.34
376,Charleston,US,2/10/2022 15:45,32.78,-79.93,81,83,90,17.22
377,Rebrikha,RU,2/10/2022 15:47,53.07,82.34,29.48,98,100,18.16
378,Nantucket,US,2/10/2022 15:44,41.28,-70.1,51.8,81,90,4.7
379,Aykhal,RU,2/10/2022 15:47,66,111.5,-7.6,89,12,3.33
380,Sambava,MG,2/10/2022 15:47,-14.27,50.17,75.49,79,0,12.15
381,Marawi,PH,2/10/2022 15:47,8,124.29,75.99,92,47,5.01
382,Fortuna,US,2/10/2022 15:47,40.6,-124.16,44.6,75,1,9.17
383,Buraydah,SA,2/10/2022 15:47,26.33,43.98,80.6,18,0,5.82
384,Sembe,CG,2/10/2022 15:47,1.65,14.58,70.41,95,100,4.16
385,Petropavlovsk-Kamchatskiy,RU,2/10/2022 15:47,53.05,158.65,37.4,100,75,4.47
386,La Ronge,CA,2/10/2022 15:47,55.1,-105.28,24.8,92,100,3.36
387,Vao,NC,2/10/2022 15:47,-22.67,167.48,73.09,83,1,15.26
388,Kismayo,SO,2/10/2022 15:47,-0.36,42.55,80.01,79,16,12.08
389,Mecca,SA,2/10/2022 15:47,21.43,39.83,79.9,60,0,4.09
390,Khandyga,RU,2/10/2022 15:47,62.67,135.6,4.77,95,100,3.38
391,Okuchi,JP,2/10/2022 15:47,32.07,130.62,54.21,79,52,2.53
392,Lagoa Formosa,BR,2/10/2022 15:47,-18.78,-46.41,86.16,49,100,7.45
393,Padang,ID,2/10/2022 15:47,-0.95,100.35,78.84,75,100,3.47
394,Ambilobe,MG,2/10/2022 15:47,-13.2,49.05,78.08,62,6,3.8
395,Nara,JP,2/10/2022 15:47,34.69,135.8,57.99,50,100,5.75
396,Bat Khela,PK,2/10/2022 15:44,34.62,71.97,64.02,29,0,5.08
397,Jiaozuo,CN,2/10/2022 15:47,35.24,113.23,58.55,56,0,5.23
398,Campos Gerais,BR,2/10/2022 15:47,-21.23,-45.76,90.84,34,81,2.68
399,Poya,NC,2/10/2022 15:47,-21.35,165.15,71.08,78,18,6.26
400,Nokaneng,BW,2/10/2022 15:47,-19.67,22.27,91.92,23,69,3.13
401,Veldhoven,NL,2/10/2022 15:47,51.42,5.4,53.01,100,75,10.29
402,Prince Rupert,CA,2/10/2022 15:45,54.32,-130.32,42.8,93,90,3.36
403,Shieli,KZ,2/10/2022 15:47,44.17,66.75,39.29,64,6,9.15
404,Salinopolis,BR,2/10/2022 15:47,-0.61,-47.36,86.41,64,43,14.25
405,Joutseno,FI,2/10/2022 15:47,61.12,28.51,46,95,98,9.75
406,Port-Cartier,CA,2/10/2022 15:47,50.03,-66.87,35.01,74,40,11.41
407,Upernavik,GL,2/10/2022 15:47,72.79,-56.15,19.15,85,97,5.99
408,Punaauia,PF,2/10/2022 15:47,-17.63,-149.6,77,83,75,5.82
409,Hohhot,CN,2/10/2022 15:47,40.81,111.65,33.8,37,0,6.71
410,Balabac,PH,2/10/2022 15:47,7.99,117.06,81.82,76,71,4.27
411,Morro Bay,US,2/10/2022 15:47,35.37,-120.85,44.6,70,1,3.36
412,Hede,CN,2/10/2022 15:47,33.77,120.25,59.07,62,95,3.49
413,Ulladulla,AU,2/10/2022 15:47,-35.35,150.47,55,100,50,5.82
414,Asau,RO,2/10/2022 15:47,46.43,26.4,53.01,81,55,3.29
415,Watrous,CA,2/10/2022 15:47,51.67,-105.47,26.6,100,100,5.82
416,Berlevag,NO,2/10/2022 15:47,70.86,29.09,37.4,81,75,24.16
417,Celestun,MX,2/10/2022 15:47,20.87,-90.4,82.36,71,62,0.78
418,Svetlaya,RU,2/10/2022 15:47,46.54,138.33,44.1,89,100,23.8
419,Mungaa,TZ,2/10/2022 15:47,-4.97,34.88,74.59,37,97,10.67
420,Trnava,SK,2/10/2022 15:47,48.38,17.59,53.6,87,90,5.82
421,Kingston,JM,2/10/2022 15:47,18,-76.79,87.8,66,20,8.05
422,Santa Rosa,PH,2/10/2022 15:47,14.31,121.11,81,88,40,2.24
423,Mahajanga,MG,2/10/2022 15:47,-15.72,46.32,84.2,66,40,6.93
424,Sangar,RU,2/10/2022 15:47,63.92,127.47,-12.55,90,72,2.84
425,Lloydminster,CA,2/10/2022 15:45,53.28,-110,28.4,92,75,10.29
426,Grand Island,US,2/10/2022 15:47,40.92,-98.34,36,74,1,8.05
427,Florianopolis,BR,2/10/2022 15:47,-27.61,-48.5,81,69,20,9.17
428,Mayo,US,2/10/2022 15:46,38.89,-76.51,64.99,100,90,8.05
429,Harrislee,DE,2/10/2022 15:48,54.8,9.38,53.6,71,18,20.8
430,Melhus,NO,2/10/2022 15:48,63.29,10.28,44.01,91,86,5.91
431,Itaporanga,BR,2/10/2022 15:48,-7.3,-38.15,100.13,15,24,4.54
432,Broome,US,2/10/2022 15:48,42.25,-75.83,44.01,93,90,9.17
433,Natal,BR,2/10/2022 15:46,-5.79,-35.21,84.2,70,75,16.11
434,Jinchang,CN,2/10/2022 15:48,38.5,102.17,44.69,57,0,3.6
435,Bukama,CD,2/10/2022 15:48,-9.2,25.85,84.61,51,94,3.71
436,Morant Bay,JM,2/10/2022 15:48,17.88,-76.41,87.8,66,20,8.05
437,Empangeni,ZA,2/10/2022 15:48,-28.76,31.89,79.23,54,0,3.89
438,Ayan,RU,2/10/2022 15:48,56.45,138.17,29.53,97,100,14.03
439,Karratha,AU,2/10/2022 15:46,-20.74,116.85,71.8,86,6,10.89
440,Te Anau,NZ,2/10/2022 15:48,-45.42,167.72,51.48,91,95,0.54
441,Neiafu,TO,2/10/2022 15:48,-18.65,-173.98,71.6,78,40,5.82
442,Cayenne,GF,2/10/2022 15:48,4.93,-52.33,91.4,63,98,11.41
443,George,ZA,2/10/2022 15:48,-33.96,22.46,55.4,87,90,11.41
444,Mega,ET,2/10/2022 15:48,4.05,38.3,61.75,92,34,14.07
445,Oxelosund,SE,2/10/2022 15:48,58.67,17.1,46.4,93,20,3.36
446,Palauig,PH,2/10/2022 15:48,15.44,119.9,80.87,77,32,3.94
447,Ola,RU,2/10/2022 15:45,59.58,151.28,28.92,91,80,4.74
448,Banjar,ID,2/10/2022 15:48,-8.19,114.97,78.8,79,99,2.59
449,Noumea,NC,2/10/2022 15:48,-22.28,166.46,75.2,60,0,5.82
450,Saint-Augustin,CA,2/10/2022 15:48,51.23,-58.65,33.76,92,98,6.78
451,Singaraja,ID,2/10/2022 15:44,-8.11,115.09,80.96,75,99,3.09
452,Gladstone,AU,2/10/2022 15:48,-23.85,151.25,68,88,0,5.82
453,Itaituba,BR,2/10/2022 15:48,-4.28,-55.98,93.2,59,20,4.74
454,Lenger,KZ,2/10/2022 15:48,42.18,69.88,42.8,41,0,2.24
455,Kars,TR,2/10/2022 15:48,40.6,43.09,55.4,37,0,4.7
456,Havre-Saint-Pierre,CA,2/10/2022 15:48,50.23,-63.6,33.8,86,40,9.17
457,Tyup,KG,2/10/2022 15:48,42.73,78.36,31.17,86,33,4.12
458,Bida,NG,2/10/2022 15:48,9.08,6.02,93.38,38,56,0.47
459,Grand Forks,US,2/10/2022 15:48,47.94,-97.43,24.8,73,90,8.05
460,Kirakira,SB,2/10/2022 15:48,-10.45,161.92,79.21,82,100,8.55
461,Praia,CV,2/10/2022 15:48,14.92,-23.51,89.6,55,0,17.22
462,College,US,2/10/2022 15:48,64.86,-147.8,17.6,85,90,1.1
463,Forbes,AU,2/10/2022 15:48,-33.38,148.02,60.01,63,56,6.33
464,Mananjary,MG,2/10/2022 15:48,-21.22,48.33,71.98,88,71,11.74
465,Baykit,RU,2/10/2022 15:45,61.67,96.37,12.74,93,87,0.85
466,Griffith,US,2/10/2022 15:48,41.53,-87.42,50,76,75,18.34
467,Colares,PT,2/10/2022 15:48,38.8,-9.45,69.8,59,0,9.17
468,Saldanha,ZA,2/10/2022 15:48,-33.01,17.94,62.6,51,1,13.87
469,Vidim,RU,2/10/2022 15:48,56.41,103.11,28.8,95,99,6.15
470,Xuddur,SO,2/10/2022 15:48,4.12,43.89,76.86,78,86,6.58
471,Bloomfield,US,2/10/2022 15:48,40.81,-74.19,50,87,90,9.17
472,Beroroha,MG,2/10/2022 15:48,-21.67,45.17,84.79,40,1,17.49
473,Kharsia,IN,2/10/2022 15:48,21.97,83.12,71.31,50,0,3.04
474,Osypenko,UA,2/10/2022 15:48,46.91,36.83,57,100,99,11.99
475,Fare,PF,2/10/2022 15:48,-16.7,-151.02,80.42,74,34,6.44
476,Gazojak,TM,2/10/2022 15:48,41.19,61.4,44.35,54,0,14.12
477,Seydi,TM,2/10/2022 15:48,39.48,62.91,45.37,52,0,12.82
478,Belomorsk,RU,2/10/2022 15:48,64.52,34.77,47.08,79,51,10.67
479,Namibe,AO,2/10/2022 15:48,-15.2,12.15,72.37,75,8,11.81
480,Sinjar,IQ,2/10/2022 15:48,36.32,41.88,69.75,22,84,3.96
481,Mangit,UZ,2/10/2022 15:48,40.6,70.96,46.4,39,4,6.93
482,Wodonga,AU,2/10/2022 15:48,-36.12,146.88,60.8,77,90,4.7
483,Husavik,IS,2/10/2022 15:48,66.04,-17.34,42.8,80,90,1.12
484,Valparaiso,CL,2/10/2022 15:48,-33.04,-71.63,64.4,55,0,5.82
485,Verkhnyaya Toyma,RU,2/10/2022 15:48,62.23,45,45.01,93,100,8.37
486,Tucumcari,US,2/10/2022 15:48,35.17,-103.72,33.8,80,1,5.82
487,Benguela,AO,2/10/2022 15:48,-12.58,13.41,79.66,72,58,11.74
488,Odweyne,SO,2/10/2022 15:48,9.41,45.06,76.59,42,70,11.83
489,Muramvya,BI,2/10/2022 15:48,-3.27,29.61,61.3,95,87,0.54
490,Bubaque,GW,2/10/2022 15:48,11.28,-15.83,84.58,66,98,5.59
491,Kitale,KE,2/10/2022 15:48,1.02,35.01,60.62,91,100,1.99
492,Eyl,SO,2/10/2022 15:48,7.98,49.82,81.01,72,48,9.42
493,Esperance,AU,2/10/2022 15:48,-33.87,121.9,51.8,81,0,13.87
494,San Miguel De Cauri,PE,2/10/2022 15:48,-10.1,-76.58,78.8,47,20,6.93
495,Ahuimanu,US,2/10/2022 15:43,21.44,-157.84,73.4,88,40,3.71
496,Viedma,AR,2/10/2022 15:48,-40.81,-63,69.01,22,0,7
497,Marrakesh,MA,2/10/2022 15:48,31.63,-8.01,89.6,15,40,4.7
498,Oranjemund,NA,2/10/2022 15:48,-28.55,16.43,61.5,76,12,24.43
499,Premia De Mar,ES,2/10/2022 15:48,41.49,2.37,70,78,25,1.01
500,Esmeraldas,BR,2/10/2022 15:48,-19.76,-44.31,84.2,48,20,8.05
501,Mildura,AU,2/10/2022 15:48,-34.2,142.15,55.4,100,75,4.7
502,Saint Anthony,US,2/10/2022 15:48,45.02,-93.22,33.8,64,90,9.17
503,Werda,BW,2/10/2022 15:48,-25.27,23.28,88.41,17,70,16.17
504,Hasaki,JP,2/10/2022 15:43,35.73,140.83,55.4,76,75,8.05
505,Taylor,US,2/10/2022 15:48,32.3,-99.83,46.99,65,75,20.8
506,Honiara,SB,2/10/2022 15:48,-9.43,159.95,77,94,90,5.1
507,Kiboga,UG,2/10/2022 15:48,0.92,31.77,67.48,89,97,2.06
508,Thaton,MM,2/10/2022 15:48,16.92,97.37,74.14,95,100,3.29
509,Juegang,CN,2/10/2022 15:48,32.32,121.19,62.01,1,80,1.01
510,Cockburn Town,TC,2/10/2022 15:48,21.46,-71.14,82.67,76,17,18.07
511,Hambantota,LK,2/10/2022 15:48,6.12,81.12,79.86,82,45,12.37
512,Verkhnyaya Inta,RU,2/10/2022 15:48,65.98,60.31,35.55,94,100,13.29
513,Arrecife,ES,2/10/2022 15:44,28.96,-13.55,78.8,57,20,11.41
514,Maragogi,BR,2/10/2022 15:48,-9.01,-35.22,82.69,62,41,9.98
515,Boa Vista,BR,2/10/2022 15:48,2.82,-60.67,91.4,52,75,9.17
516,Bamenda,CM,2/10/2022 15:48,5.95,10.16,69.94,83,70,2.51
517,Gobabis,NA,2/10/2022 15:48,-22.45,18.97,85.55,24,99,13.96
518,Wau,SS,2/10/2022 15:48,7.7,28,77.5,75,65,8.57
519,Kununurra,AU,2/10/2022 15:48,-15.77,128.73,80.6,83,75,1.12
520,Mogadishu,SO,2/10/2022 15:48,2.04,45.34,80.28,78,18,9.91
521,Nileshwar,IN,2/10/2022 15:48,12.25,75.1,79.05,77,36,4.52
522,Sao Felix Do Xingu,BR,2/10/2022 15:48,-6.64,-51.99,97.83,37,83,3.15
523,Anito,PH,2/10/2022 15:48,12.45,125.29,79.72,88,100,7.49
524,Kanevskaya,RU,2/10/2022 15:48,46.08,38.96,65.03,56,29,7.2
525,Sebeta,ET,2/10/2022 15:48,8.92,38.62,68,37,0,13.87
526,Monroe,US,2/10/2022 15:48,43.15,-77.68,48,87,90,3.36
527,Asansol,IN,2/10/2022 15:48,23.68,86.98,75.52,59,25,7.02
528,Bourail,NC,2/10/2022 15:48,-21.57,165.48,70.99,76,22,5.73
529,Athabasca,CA,2/10/2022 15:48,54.72,-113.29,32,94,97,4.7
530,Dajal,PK,2/10/2022 15:48,29.56,70.38,72.82,21,0,6.67
