City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
290,Iskateley,RU,67.68,53.15,33.46,93,95,15.17,overcast clouds,2/10/2022 19:37
291,Arman,RU,59.7,150.17,33.19,95,100,4.74,overcast clouds,2/10/2022 19:37
292,Guadalupe Y Calvo,MX,26.1,-106.97,73.27,29,4,6.11,clear sky,2/10/2022 19:37
293,Safranbolu,TR,41.25,32.69,48.52,84,51,0.25,broken clouds,2/10/2022 19:32
294,Bereda,ES,43.27,-7.54,63,87,100,15.99,overcast clouds,2/10/2022 19:37
295,Macherla,IN,16.48,79.43,71.6,71,0,4.18,clear sky,2/10/2022 19:37
296,Karak,JO,31.17,35.75,64.4,88,57,5.82,haze,2/10/2022 19:37
297,Sao Filipe,CV,14.9,-24.5,80.28,65,69,16.37,broken clouds,2/10/2022 19:37
298,Hun,LY,29.13,15.95,64.58,61,42,9.04,scattered clouds,2/10/2022 19:37
299,Narasannapeta,IN,18.42,84.05,75.36,72,76,5.95,broken clouds,2/10/2022 19:37
300,Canakkale,TR,40.08,26.83,51.8,76,0,4.7,clear sky,2/10/2022 19:37
301,Vostok,RU,46.49,135.88,34.72,95,100,5.44,overcast clouds,2/10/2022 19:37
302,Forbes,AU,-33.38,148.02,52,95,25,3.38,scattered clouds,2/10/2022 19:37
303,Souillac,MU,-20.52,57.52,68,72,20,3.36,few clouds,2/10/2022 19:37
304,Punta Cardon,VE,11.66,-70.22,85.21,68,100,5.26,overcast clouds,2/10/2022 19:37
305,Guerrero Negro,MX,27.98,-114.06,80.08,33,100,8.05,overcast clouds,2/10/2022 19:37
306,Arraial Do Cabo,BR,-22.97,-42.03,71.6,88,75,8.05,broken clouds,2/10/2022 19:34
307,Shelburne,CA,44.08,-80.2,43,49,17,15.52,few clouds,2/10/2022 19:37
308,Lagoa,PT,39.05,-27.98,68.76,91,31,23.67,scattered clouds,2/10/2022 19:37
309,Saint-Augustin,CA,51.23,-58.65,31.75,77,0,10.25,clear sky,2/10/2022 19:37
310,Stolin,BY,51.89,26.85,46.42,88,73,9.64,broken clouds,2/10/2022 19:37
311,Gotsu,JP,35,132.22,53.58,75,4,5.53,clear sky,2/10/2022 19:37
312,Ndioum,SN,16.51,-14.65,93.2,24,0,2.24,clear sky,2/10/2022 19:37
313,Bonavista,CA,48.65,-53.11,36,59,100,6.93,overcast clouds,2/10/2022 19:35
314,Makaleng,BW,-20.9,27.28,80.6,30,0,12.75,clear sky,2/10/2022 19:37
315,Sur,OM,22.57,59.53,70.03,57,0,1.63,clear sky,2/10/2022 19:37
316,Gerash,IR,27.67,54.14,68,45,0,4.7,clear sky,2/10/2022 19:37
317,Emerald,AU,-23.53,148.17,60.8,63,0,5.82,clear sky,2/10/2022 19:37
318,Fethiye,TR,36.62,29.12,62.6,72,0,5.82,clear sky,2/10/2022 19:37
319,Krasnoselkup,RU,65.7,82.47,30.76,99,100,17.6,overcast clouds,2/10/2022 19:37
320,Rabat,MA,33.99,-6.84,64.4,100,40,3.36,scattered clouds,2/10/2022 19:33
321,Thai Binh,VN,20.45,106.33,71.6,94,1,3.36,mist,2/10/2022 19:37
322,Christchurch,NZ,-43.53,172.63,59,93,69,5.82,broken clouds,2/10/2022 19:35
323,Iqaluit,CA,63.75,-68.51,19.4,79,75,11.41,light snow,2/10/2022 19:34
324,Zabol,AF,32.25,67.25,40.19,54,0,6.04,clear sky,2/10/2022 19:37
325,Homer,US,59.64,-151.55,26.01,45,1,8.05,clear sky,2/10/2022 19:35
326,La Ronge,CA,55.1,-105.28,21.2,73,66,6.93,broken clouds,2/10/2022 19:37
327,Taltal,CL,-25.4,-70.48,64.9,53,76,7.85,broken clouds,2/10/2022 19:37
328,Zavyalovo,RU,54.51,82.45,33.8,100,90,6.71,light intensity drizzle,2/10/2022 19:37
329,Saldanha,ZA,-33.01,17.94,60.8,67,0,9.17,clear sky,2/10/2022 19:37
330,Pembroke,CA,45.82,-77.12,42.01,32,1,5.82,clear sky,2/10/2022 19:36
331,Bagan,RU,54.1,77.66,33.67,93,63,11.16,broken clouds,2/10/2022 19:37
332,Vihari,PK,30.03,72.35,64.9,25,0,1.88,clear sky,2/10/2022 19:37
333,Wewak,PG,-3.55,143.63,79.47,83,100,7.45,overcast clouds,2/10/2022 19:37
334,Bontang,ID,0.13,117.5,76.32,87,100,7.2,overcast clouds,2/10/2022 19:37
335,Koratla,IN,18.82,78.72,67.84,63,0,3.31,clear sky,2/10/2022 19:37
336,Mitsamiouli,KM,-11.38,43.28,77.52,80,75,7.4,broken clouds,2/10/2022 19:37
337,Aklavik,CA,68.22,-135.01,-4,83,40,2.24,scattered clouds,2/10/2022 19:37
338,Sinazongwe,ZM,-17.26,27.46,81.59,35,0,5.79,clear sky,2/10/2022 19:34
339,Norman Wells,CA,65.28,-126.83,1.4,84,20,3.36,few clouds,2/10/2022 19:37
340,Samana,DO,19.21,-69.34,82.4,88,75,11.41,broken clouds,2/10/2022 19:37
341,Am Timan,TD,11.03,20.28,81.86,37,1,2.55,clear sky,2/10/2022 19:37
342,Birin,NP,26.89,88.07,58.33,66,8,3.65,clear sky,2/10/2022 19:37
343,Ruteng,ID,-8.61,120.47,63.93,84,95,0.31,moderate rain,2/10/2022 19:37
344,Bechem,GH,7.09,-2.02,76.48,74,2,1.72,clear sky,2/10/2022 19:37
345,Burlatskoye,RU,45.06,43.63,56.91,87,100,3.89,overcast clouds,2/10/2022 19:37
346,Okhotsk,RU,59.38,143.3,14.99,87,0,13.6,clear sky,2/10/2022 19:35
347,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,94,90,18.34,overcast clouds,2/10/2022 19:37
348,Tautira,PF,-17.73,-149.15,84.2,62,20,6.93,few clouds,2/10/2022 19:35
349,Zernograd,RU,46.85,40.31,57.18,94,100,7.16,overcast clouds,2/10/2022 19:37
350,Haapiti,PF,-17.57,-149.87,84.2,62,20,6.93,few clouds,2/10/2022 19:37
351,Providencia,MX,28.72,-111.58,89.01,42,100,1.01,overcast clouds,2/10/2022 19:37
352,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,89.56,60,93,1.72,light rain,2/10/2022 19:37
353,Te Anau,NZ,-45.42,167.72,52.27,64,39,8.34,scattered clouds,2/10/2022 19:37
354,Kholodnyy,RU,62.72,147.95,8.11,93,100,1.43,light snow,2/10/2022 19:37
355,Pangkalanbuun,ID,-2.68,111.62,73.44,98,78,1.48,broken clouds,2/10/2022 19:37
356,Juneau,US,58.3,-134.42,44.6,87,90,23.04,mist,2/10/2022 19:34
357,Pevek,RU,69.7,170.31,13.1,96,71,11.23,broken clouds,2/10/2022 19:37
358,Irtyshskiy,RU,58.33,68.13,35.2,87,100,11.41,overcast clouds,2/10/2022 19:37
359,Uvinza,TZ,-5.1,30.39,68.63,74,4,3.22,clear sky,2/10/2022 19:37
360,Helena,US,46.59,-112.04,51.8,34,1,10.29,clear sky,2/10/2022 19:34
361,Murighiol,RO,45.03,29.17,46.4,87,99,13.87,overcast clouds,2/10/2022 19:37
362,Sotouboua,TG,8.57,0.98,84.2,58,0,2.24,clear sky,2/10/2022 19:37
363,Itarema,BR,-2.92,-39.92,81.82,73,89,17.34,overcast clouds,2/10/2022 19:37
364,Berlevag,NO,70.86,29.09,33.84,92,100,13.4,light rain,2/10/2022 19:37
365,Lasa,IT,46.62,10.7,44.6,41,0,3.36,clear sky,2/10/2022 19:37
366,Abu Zabad,SD,12.35,29.25,83.98,20,5,6.02,clear sky,2/10/2022 19:37
367,Vila Real,PT,41.3,-7.74,63,8,45,2.86,scattered clouds,2/10/2022 19:37
368,Maniitsoq,GL,65.42,-52.9,21.25,86,100,6.15,overcast clouds,2/10/2022 19:37
369,Charlottesville,US,38.03,-78.48,55,50,75,5.82,broken clouds,2/10/2022 19:37
370,Mitzic,GA,0.78,11.55,69.55,98,100,2.51,light rain,2/10/2022 19:34
371,Rio Gallegos,AR,-51.62,-69.22,62.6,36,0,9.17,clear sky,2/10/2022 19:33
372,Ovada,IT,44.64,8.65,57,85,100,4.29,overcast clouds,2/10/2022 19:37
373,Drosaton,GR,41.16,22.8,63,65,33,7.45,scattered clouds,2/10/2022 19:37
374,Pipraich,IN,26.83,83.53,72.63,43,38,6.58,scattered clouds,2/10/2022 19:37
375,Mulki,IN,13.1,74.8,78.8,88,40,5.01,mist,2/10/2022 19:37
376,Abu Samrah,SY,35.3,37.18,66.49,55,0,8.01,clear sky,2/10/2022 19:37
377,Grand-Santi,GF,4.25,-54.38,89.67,52,53,7.2,broken clouds,2/10/2022 19:37
378,Kilindoni,TZ,-7.91,39.67,79.23,79,20,12.15,light rain,2/10/2022 19:37
